,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Judges Scientific PLC - Rating: 1% - Upside: 139%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2018,8/24/2018,2.640,00,,,,,,,,,,1.29%,2.640,00,34.00,4.330,18,1.788,61,3.154,88,33%,64%,0.79%,1.90%,3.26%,73.86%,76.78%,77,1.08%,-4.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/28/2018,2.620,00,,,,,,,,,,1.30%,2.620,00,34.00,4.330,18,1.788,61,3.154,88,33%,65%,0.79%,1.90%,3.28%,75.19%,78.13%,77,1.08%,-4.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/29/2018,2.530,00,,,,,,,,,,1.34%,2.530,00,34.00,4.330,18,1.788,61,3.154,88,29%,71%,0.79%,1.90%,3.40%,81.42%,84.47%,77,1.08%,-8.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/30/2018,2.510,00,,,,,,,,,,1.35%,2.510,00,34.00,4.330,18,1.788,61,3.154,88,28%,73%,0.79%,1.90%,3.43%,82.87%,85.94%,77,1.08%,-8.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,8/31/2018,2.550,00,,,,,,,,,,1.33%,2.550,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.37%,80.00%,83.02%,77,1.08%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/3/2018,2.550,00,,,,,,,,,,1.33%,2.550,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.37%,80.00%,83.02%,77,1.08%,-7.27%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/4/2018,2.580,00,,,,,,,,,,1.32%,2.580,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.33%,77.91%,80.89%,77,1.08%,-6.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/5/2018,2.590,00,,,,,,,,,,1.31%,2.590,00,34.00,4.330,18,1.788,61,3.154,88,32%,67%,0.79%,1.90%,3.32%,77.22%,80.19%,77,1.08%,-5.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/6/2018,2.590,00,,,,,,,,,,1.31%,2.590,00,34.00,4.330,18,1.788,61,3.154,88,32%,67%,0.79%,1.90%,3.32%,77.22%,80.19%,77,1.08%,-5.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/7/2018,2.590,00,,,,,,,,,,1.31%,2.590,00,34.00,4.330,18,1.788,61,3.154,88,32%,67%,0.79%,1.90%,3.32%,77.22%,80.19%,77,1.08%,-5.82%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/10/2018,2.580,00,,,,,,,,,,1.32%,2.580,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.33%,77.91%,80.89%,77,1.08%,-6.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/11/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-7.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/12/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-7.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/13/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-7.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/14/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-7.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/17/2018,2.580,00,,,,,,,,,,1.32%,2.580,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.33%,77.91%,80.89%,77,1.08%,-6.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/18/2018,2.760,00,,,,,,,,,,1.23%,2.760,00,34.00,4.330,18,1.788,61,3.154,88,38%,57%,0.79%,1.90%,3.12%,66.30%,69.09%,77,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/19/2018,2.780,00,,,,,,,,,,1.22%,2.780,00,34.00,4.330,18,1.788,61,3.154,88,39%,56%,0.79%,1.90%,3.09%,65.11%,67.88%,77,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/20/2018,2.770,00,,,,,,,,,,1.23%,2.770,00,34.00,4.330,18,1.788,61,3.154,88,39%,56%,0.79%,1.90%,3.10%,65.70%,68.48%,77,1.08%,-0.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/21/2018,2.770,00,,,,,,,,,,1.23%,2.770,00,34.00,4.330,18,1.788,61,3.154,88,39%,56%,0.79%,1.90%,3.10%,65.70%,68.48%,77,1.08%,-0.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/24/2018,2.770,00,,,,,,,,,,1.23%,2.770,00,34.00,4.330,18,1.788,61,3.154,88,39%,56%,0.79%,1.90%,3.10%,65.70%,68.48%,77,1.08%,-0.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/25/2018,2.850,00,,,,,,,,,,1.19%,2.850,00,34.00,4.330,18,1.788,61,3.154,88,42%,52%,0.79%,1.90%,3.02%,61.05%,63.75%,77,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/26/2018,2.890,00,,,,,,,,,,1.18%,2.890,00,34.00,4.330,18,1.788,61,3.154,88,43%,50%,0.79%,1.90%,2.98%,58.82%,61.49%,77,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/27/2018,2.890,00,,,,,,,,,,1.18%,2.890,00,34.00,4.330,18,1.788,61,3.154,88,43%,50%,0.79%,1.90%,2.98%,58.82%,61.49%,77,1.08%,0.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,9/28/2018,2.870,00,,,,,,,,,,1.18%,2.870,00,34.00,4.330,18,1.788,61,3.154,88,43%,51%,0.79%,1.90%,3.00%,59.93%,62.61%,77,1.08%,-0.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/1/2018,2.870,00,,,,,,,,,,1.18%,2.870,00,34.00,4.330,18,1.788,61,3.154,88,43%,51%,0.79%,1.90%,3.00%,59.93%,62.61%,77,1.08%,-0.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/2/2018,2.870,00,,,,,,,,,,1.18%,2.870,00,34.00,4.330,18,1.788,61,3.154,88,43%,51%,0.79%,1.90%,3.00%,59.93%,62.61%,77,1.08%,-0.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/3/2018,2.860,00,,,,,,,,,,1.19%,2.860,00,34.00,4.330,18,1.788,61,3.154,88,42%,51%,0.79%,1.90%,3.01%,60.49%,63.18%,77,1.08%,-1.04%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/4/2018,2.770,00,,,,,,,,,,1.23%,2.770,00,34.00,4.330,18,1.788,61,3.154,88,39%,56%,0.79%,1.90%,3.10%,65.70%,68.48%,77,1.08%,-4.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/5/2018,2.760,00,,,,,,,,,,1.23%,2.760,00,34.00,4.330,18,1.788,61,3.154,88,38%,57%,0.79%,1.90%,3.12%,66.30%,69.09%,77,1.08%,-4.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/8/2018,2.660,00,,,,,,,,,,1.28%,2.660,00,34.00,4.330,18,1.788,61,3.154,88,34%,63%,0.79%,1.90%,3.23%,72.56%,75.45%,77,1.08%,-7.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/9/2018,2.580,00,,,,,,,,,,1.32%,2.580,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.33%,77.91%,80.89%,77,1.08%,-10.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/10/2018,2.570,00,,,,,,,,,,1.32%,2.570,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.35%,78.60%,81.60%,77,1.08%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/11/2018,2.470,00,,,,,,,,,,1.38%,2.470,00,34.00,4.330,18,1.788,61,3.154,88,27%,75%,0.79%,1.90%,3.48%,85.83%,88.95%,77,1.08%,-14.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/12/2018,2.590,00,,,,,,,,,,1.31%,2.590,00,34.00,4.330,18,1.788,61,3.154,88,32%,67%,0.79%,1.90%,3.32%,77.22%,80.19%,77,1.08%,-10.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/15/2018,2.640,00,,,,,,,,,,1.29%,2.640,00,34.00,4.330,18,1.788,61,3.154,88,33%,64%,0.79%,1.90%,3.26%,73.86%,76.78%,77,1.08%,-8.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/16/2018,2.620,00,,,,,,,,,,1.30%,2.620,00,34.00,4.330,18,1.788,61,3.154,88,33%,65%,0.79%,1.90%,3.28%,75.19%,78.13%,77,1.08%,-9.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/17/2018,2.630,00,,,,,,,,,,1.29%,2.630,00,34.00,4.330,18,1.788,61,3.154,88,33%,65%,0.79%,1.90%,3.27%,74.52%,77.45%,77,1.08%,-9.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/18/2018,2.630,00,,,,,,,,,,1.29%,2.630,00,34.00,4.330,18,1.788,61,3.154,88,33%,65%,0.79%,1.90%,3.27%,74.52%,77.45%,77,1.08%,-9.00%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/19/2018,2.560,00,,,,,,,,,,1.33%,2.560,00,34.00,4.330,18,1.788,61,3.154,88,30%,69%,0.79%,1.90%,3.36%,79.30%,82.30%,77,1.08%,-11.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/22/2018,2.570,00,,,,,,,,,,1.32%,2.570,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.35%,78.60%,81.60%,77,1.08%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/23/2018,2.570,00,,,,,,,,,,1.32%,2.570,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.35%,78.60%,81.60%,77,1.08%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/24/2018,2.570,00,,,,,,,,,,1.32%,2.570,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.35%,78.60%,81.60%,77,1.08%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/25/2018,2.500,00,,,,,,,,,,1.36%,2.500,00,34.00,4.330,18,1.788,61,3.154,88,28%,73%,0.79%,1.90%,3.44%,83.60%,86.68%,77,1.08%,-13.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/26/2018,2.470,00,,,,,,,,,,1.38%,2.470,00,34.00,4.330,18,1.788,61,3.154,88,27%,75%,0.79%,1.90%,3.48%,85.83%,88.95%,77,1.08%,-14.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/29/2018,2.460,00,,,,,,,,,,1.38%,2.460,00,34.00,4.330,18,1.788,61,3.154,88,26%,76%,0.79%,1.90%,3.50%,86.59%,89.72%,77,1.08%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/30/2018,2.460,00,,,,,,,,,,1.38%,2.460,00,34.00,4.330,18,1.788,61,3.154,88,26%,76%,0.79%,1.90%,3.50%,86.59%,89.72%,77,1.08%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,10/31/2018,2.450,00,,,,,,,,,,1.39%,2.450,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.51%,87.35%,90.49%,77,1.08%,-15.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/1/2018,2.460,00,,,,,,,,,,1.38%,2.460,00,34.00,4.330,18,1.788,61,3.154,88,26%,76%,0.79%,1.90%,3.50%,86.59%,89.72%,77,1.08%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/2/2018,2.450,00,,,,,,,,,,1.39%,2.450,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.51%,87.35%,90.49%,77,1.08%,-15.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/5/2018,2.440,00,,,,,,,,,,1.39%,2.440,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.52%,88.11%,91.27%,77,1.08%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/6/2018,2.500,00,,,,,,,,,,1.36%,2.500,00,34.00,4.330,18,1.788,61,3.154,88,28%,73%,0.79%,1.90%,3.44%,83.60%,86.68%,77,1.08%,-13.49%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/7/2018,2.530,00,,,,,,,,,,1.34%,2.530,00,34.00,4.330,18,1.788,61,3.154,88,29%,71%,0.79%,1.90%,3.40%,81.42%,84.47%,77,1.08%,-12.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/8/2018,2.530,00,,,,,,,,,,1.34%,2.530,00,34.00,4.330,18,1.788,61,3.154,88,29%,71%,0.79%,1.90%,3.40%,81.42%,84.47%,77,1.08%,-12.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/9/2018,2.460,00,,,,,,,,,,1.38%,2.460,00,34.00,4.330,18,1.788,61,3.154,88,26%,76%,0.79%,1.90%,3.50%,86.59%,89.72%,77,1.08%,-14.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/12/2018,2.470,00,,,,,,,,,,1.38%,2.470,00,34.00,4.330,18,1.788,61,3.154,88,27%,75%,0.79%,1.90%,3.48%,85.83%,88.95%,77,1.08%,-14.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/13/2018,2.410,00,,,,,,,,,,1.41%,2.410,00,34.00,4.330,18,1.788,61,3.154,88,24%,80%,0.79%,1.90%,3.57%,90.46%,93.65%,77,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/14/2018,2.350,00,,,,,,,,,,1.45%,2.350,00,34.00,4.330,18,1.788,61,3.154,88,22%,84%,0.79%,1.90%,3.66%,95.32%,98.60%,77,1.08%,-18.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/15/2018,2.340,00,,,,,,,,,,1.45%,2.340,00,34.00,4.330,18,1.788,61,3.154,88,22%,85%,0.79%,1.90%,3.68%,96.15%,99.44%,77,1.08%,-19.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/16/2018,2.320,00,,,,,,,,,,1.47%,2.320,00,34.00,4.330,18,1.788,61,3.154,88,21%,87%,0.79%,1.90%,3.71%,97.84%,101.16%,77,1.08%,-19.72%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/19/2018,2.270,00,,,,,,,,,,1.50%,2.270,00,34.00,4.330,18,1.788,61,3.154,88,19%,91%,0.79%,1.90%,3.79%,102.20%,105.59%,77,1.08%,-21.45%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/20/2018,2.170,00,,,,,,,,,,1.57%,2.170,00,34.00,4.330,18,1.788,61,3.154,88,15%,100%,0.79%,1.90%,3.96%,111.52%,115.07%,77,1.08%,-24.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/21/2018,2.440,00,,,,,,,,,,1.39%,2.440,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.52%,88.11%,91.27%,77,1.08%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/22/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/23/2018,2.580,00,,,,,,,,,,1.32%,2.580,00,34.00,4.330,18,1.788,61,3.154,88,31%,68%,0.79%,1.90%,3.33%,77.91%,80.89%,77,1.08%,-10.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/26/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/27/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/28/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-12.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/29/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,11/30/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/3/2018,2.520,00,,,,,,,,,,1.35%,2.520,00,34.00,4.330,18,1.788,61,3.154,88,29%,72%,0.79%,1.90%,3.41%,82.14%,85.20%,77,1.08%,-12.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/4/2018,2.540,00,,,,,,,,,,1.34%,2.540,00,34.00,4.330,18,1.788,61,3.154,88,30%,70%,0.79%,1.90%,3.39%,80.71%,83.74%,77,1.08%,-12.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/5/2018,2.470,00,,,,,,,,,,1.38%,2.470,00,34.00,4.330,18,1.788,61,3.154,88,27%,75%,0.79%,1.90%,3.48%,85.83%,88.95%,77,1.08%,-14.53%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/6/2018,2.420,00,,,,,,,,,,1.40%,2.420,00,34.00,4.330,18,1.788,61,3.154,88,25%,79%,0.79%,1.90%,3.55%,89.67%,92.85%,77,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/7/2018,2.420,00,,,,,,,,,,1.40%,2.420,00,34.00,4.330,18,1.788,61,3.154,88,25%,79%,0.79%,1.90%,3.55%,89.67%,92.85%,77,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/10/2018,2.440,00,,,,,,,,,,1.39%,2.440,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.52%,88.11%,91.27%,77,1.08%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/11/2018,2.440,00,,,,,,,,,,1.39%,2.440,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.52%,88.11%,91.27%,77,1.08%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/12/2018,2.430,00,,,,,,,,,,1.40%,2.430,00,34.00,4.330,18,1.788,61,3.154,88,25%,78%,0.79%,1.90%,3.54%,88.89%,92.06%,77,1.08%,-15.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/13/2018,2.430,00,,,,,,,,,,1.40%,2.430,00,34.00,4.330,18,1.788,61,3.154,88,25%,78%,0.79%,1.90%,3.54%,88.89%,92.06%,77,1.08%,-15.92%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/14/2018,2.440,00,,,,,,,,,,1.39%,2.440,00,34.00,4.330,18,1.788,61,3.154,88,26%,77%,0.79%,1.90%,3.52%,88.11%,91.27%,77,1.08%,-15.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/17/2018,2.420,00,,,,,,,,,,1.40%,2.420,00,34.00,4.330,18,1.788,61,3.154,88,25%,79%,0.79%,1.90%,3.55%,89.67%,92.85%,77,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/18/2018,2.420,00,,,,,,,,,,1.40%,2.420,00,34.00,4.330,18,1.788,61,3.154,88,25%,79%,0.79%,1.90%,3.55%,89.67%,92.85%,77,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/19/2018,2.410,00,,,,,,,,,,1.41%,2.410,00,34.00,4.330,18,1.788,61,3.154,88,24%,80%,0.79%,1.90%,3.57%,90.46%,93.65%,77,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/20/2018,2.380,00,,,,,,,,,,1.43%,2.380,00,34.00,4.330,18,1.788,61,3.154,88,23%,82%,0.79%,1.90%,3.61%,92.86%,96.09%,77,1.08%,-17.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/21/2018,2.360,00,,,,,,,,,,1.44%,2.360,00,34.00,4.330,18,1.788,61,3.154,88,22%,83%,0.79%,1.90%,3.64%,94.49%,97.75%,77,1.08%,-18.34%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/24/2018,2.380,00,,,,,,,,,,1.43%,2.380,00,34.00,4.330,18,1.788,61,3.154,88,23%,82%,0.79%,1.90%,3.61%,92.86%,96.09%,77,1.08%,-17.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/27/2018,2.420,00,,,,,,,,,,1.40%,2.420,00,34.00,4.330,18,1.788,61,3.154,88,25%,79%,0.79%,1.90%,3.55%,89.67%,92.85%,77,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/28/2018,2.370,00,,,,,,,,,,1.43%,2.370,00,34.00,4.330,18,1.788,61,3.154,88,23%,83%,0.79%,1.90%,3.63%,93.67%,96.92%,77,1.08%,-17.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2018,12/31/2018,2.400,00,,,,,,,,,,1.42%,2.400,00,34.00,4.330,18,1.788,61,3.154,88,24%,80%,0.79%,1.90%,3.58%,91.25%,94.46%,77,1.08%,-16.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/2/2019,2.420,00,,,,,,,,,,1.78%,2.420,00,43.00,5.476,40,2.262,07,3.990,00,5%,126%,0.79%,1.90%,3.55%,89.67%,91.45%,43,1.08%,-16.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/3/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/4/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/7/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/8/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/9/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/10/2019,2.480,00,,,,,,,,,,1.73%,2.480,00,43.00,5.476,40,2.262,07,3.990,00,7%,121%,0.79%,1.90%,3.47%,85.08%,86.81%,43,1.08%,-14.19%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/11/2019,2.410,00,,,,,,,,,,1.78%,2.410,00,43.00,5.476,40,2.262,07,3.990,00,5%,127%,0.79%,1.90%,3.57%,90.46%,92.24%,43,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/14/2019,2.410,00,,,,,,,,,,1.78%,2.410,00,43.00,5.476,40,2.262,07,3.990,00,5%,127%,0.79%,1.90%,3.57%,90.46%,92.24%,43,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/15/2019,2.410,00,,,,,,,,,,1.78%,2.410,00,43.00,5.476,40,2.262,07,3.990,00,5%,127%,0.79%,1.90%,3.57%,90.46%,92.24%,43,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/16/2019,2.410,00,,,,,,,,,,1.78%,2.410,00,43.00,5.476,40,2.262,07,3.990,00,5%,127%,0.79%,1.90%,3.57%,90.46%,92.24%,43,1.08%,-16.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/17/2019,2.570,00,,,,,,,,,,1.67%,2.570,00,43.00,5.476,40,2.262,07,3.990,00,10%,113%,0.79%,1.90%,3.35%,78.60%,80.27%,43,1.08%,-11.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/18/2019,2.560,00,,,,,,,,,,1.68%,2.560,00,43.00,5.476,40,2.262,07,3.990,00,9%,114%,0.79%,1.90%,3.36%,79.30%,80.98%,43,1.08%,-11.42%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2019,1/21/2019,2.600,00,,,,,,,,,,1.65%,2.600,00,43.00,5.476,40,2.262,07,3.990,00,11%,111%,0.79%,1.90%,3.31%,76.54%,78.19%,43,1.08%,-10.03%,,,,,,,,,,,,
