,,,,,,,,,,,,,,,,,90%,NO,4.49%,11/10/2017,,,,,,,,,,$  3.360,05,65%,3.88%,$  4.703,58,$   1.899,49,$       1.509,00,$       993.77,1.26%,4.49%,2.35%,1.84%,-52.41%,-52.41%,-8%,,,,5Y CAGR,0.92%,,Derwent London PLC - Returns (%),,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10Y CAGR,5.87%,,Derwent London PLC - Yield On Cost (YOC),,,,,,,
,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Derwent London PLC - Rating: 10% - Upside: 131%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2025,6/18/2025,2.024,00,,,,,,,,,,3.90%,2.024,00,79.00,4.703,58,1.757,90,3.360,05,9%,132%,1.68%,4.49%,3.90%,0.69%,0.69%,0,2.35%,-52.73%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/19/2025,2.040,00,,,,,,,,,,3.87%,2.040,00,79.00,4.703,58,1.757,90,3.360,05,10%,131%,1.68%,4.49%,3.87%,-0.10%,-0.10%,0,2.35%,-52.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/20/2025,2.060,00,,,,,,,,,,3.83%,2.060,00,79.00,4.703,58,1.757,90,3.360,05,10%,128%,1.68%,4.49%,3.83%,-1.07%,-1.07%,0,2.35%,-51.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/23/2025,2.060,00,,,,,,,,,,3.83%,2.060,00,79.00,4.703,58,1.757,90,3.360,05,10%,128%,1.68%,4.49%,3.83%,-1.07%,-1.07%,0,2.35%,-51.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/24/2025,2.066,00,,,,,,,,,,3.82%,2.066,00,79.00,4.703,58,1.757,90,3.360,05,10%,128%,1.68%,4.49%,3.82%,-1.36%,-1.36%,0,2.35%,-51.75%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/25/2025,2.058,00,,,,,,,,,,3.84%,2.058,00,79.00,4.703,58,1.757,90,3.360,05,10%,129%,1.68%,4.49%,3.84%,-0.97%,-0.97%,0,2.35%,-51.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/26/2025,2.046,00,,,,,,,,,,3.86%,2.046,00,79.00,4.703,58,1.757,90,3.360,05,10%,130%,1.68%,4.49%,3.86%,-0.39%,-0.39%,0,2.35%,-52.22%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/27/2025,2.054,00,,,,,,,,,,3.85%,2.054,00,79.00,4.703,58,1.757,90,3.360,05,10%,129%,1.68%,4.49%,3.85%,-0.78%,-0.78%,0,2.35%,-52.03%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,6/30/2025,2.072,00,,,,,,,,,,3.81%,2.072,00,79.00,4.703,58,1.757,90,3.360,05,11%,127%,1.68%,4.49%,3.81%,-1.64%,-1.64%,0,2.35%,-51.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/1/2025,2.096,00,,,,,,,,,,3.77%,2.096,00,79.00,4.703,58,1.757,90,3.360,05,11%,124%,1.68%,4.49%,3.77%,-2.77%,-2.77%,0,2.35%,-51.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/2/2025,1.991,00,,,,,,,,,,3.97%,1.991,00,79.00,4.703,58,1.757,90,3.360,05,8%,136%,1.68%,4.49%,3.97%,2.36%,2.36%,0,2.35%,-53.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/3/2025,2.002,00,,,,,,,,,,3.95%,2.002,00,79.00,4.703,58,1.757,90,3.360,05,8%,135%,1.68%,4.49%,3.95%,1.80%,1.80%,0,2.35%,-53.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/4/2025,1.987,00,,,,,,,,,,3.98%,1.987,00,79.00,4.703,58,1.757,90,3.360,05,8%,137%,1.68%,4.49%,3.98%,2.57%,2.57%,0,2.35%,-53.60%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/7/2025,1.984,00,,,,,,,,,,3.98%,1.984,00,79.00,4.703,58,1.757,90,3.360,05,8%,137%,1.68%,4.49%,3.98%,2.72%,2.72%,0,2.35%,-53.67%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/8/2025,1.977,00,,,,,,,,,,4.00%,1.977,00,79.00,4.703,58,1.757,90,3.360,05,7%,138%,1.68%,4.49%,4.00%,3.09%,3.09%,0,2.35%,-53.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/9/2025,1.977,00,,,,,,,,,,4.00%,1.977,00,79.00,4.703,58,1.757,90,3.360,05,7%,138%,1.68%,4.49%,4.00%,3.09%,3.09%,0,2.35%,-53.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/10/2025,1.946,00,,,,,,,,,,4.06%,1.946,00,79.00,4.703,58,1.757,90,3.360,05,6%,142%,1.68%,4.49%,4.06%,4.73%,4.73%,0,2.35%,-54.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/11/2025,1.942,00,,,,,,,,,,4.07%,1.942,00,79.00,4.703,58,1.757,90,3.360,05,6%,142%,1.68%,4.49%,4.07%,4.94%,4.94%,0,2.35%,-54.65%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/14/2025,1.953,00,,,,,,,,,,4.05%,1.953,00,79.00,4.703,58,1.757,90,3.360,05,7%,141%,1.68%,4.49%,4.05%,4.35%,4.35%,0,2.35%,-54.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/15/2025,1.954,00,,,,,,,,,,4.04%,1.954,00,79.00,4.703,58,1.757,90,3.360,05,7%,141%,1.68%,4.49%,4.04%,4.30%,4.30%,0,2.35%,-54.37%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/16/2025,1.934,00,,,,,,,,,,4.08%,1.934,00,79.00,4.703,58,1.757,90,3.360,05,6%,143%,1.68%,4.49%,4.08%,5.38%,5.38%,0,2.35%,-54.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/17/2025,1.931,00,,,,,,,,,,4.09%,1.931,00,79.00,4.703,58,1.757,90,3.360,05,6%,144%,1.68%,4.49%,4.09%,5.54%,5.54%,0,2.35%,-54.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/18/2025,1.946,00,,,,,,,,,,4.06%,1.946,00,79.00,4.703,58,1.757,90,3.360,05,6%,142%,1.68%,4.49%,4.06%,4.73%,4.73%,0,2.35%,-54.55%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/21/2025,1.986,00,,,,,,,,,,3.98%,1.986,00,79.00,4.703,58,1.757,90,3.360,05,8%,137%,1.68%,4.49%,3.98%,2.62%,2.62%,0,2.35%,-53.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/22/2025,1.991,00,,,,,,,,,,3.97%,1.991,00,79.00,4.703,58,1.757,90,3.360,05,8%,136%,1.68%,4.49%,3.97%,2.36%,2.36%,0,2.35%,-53.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/23/2025,1.981,00,,,,,,,,,,3.99%,1.981,00,79.00,4.703,58,1.757,90,3.360,05,8%,137%,1.68%,4.49%,3.99%,2.88%,2.88%,0,2.35%,-53.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/24/2025,1.971,00,,,,,,,,,,4.01%,1.971,00,79.00,4.703,58,1.757,90,3.360,05,7%,139%,1.68%,4.49%,4.01%,3.40%,3.40%,0,2.35%,-53.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/25/2025,1.948,00,,,,,,,,,,4.06%,1.948,00,79.00,4.703,58,1.757,90,3.360,05,6%,141%,1.68%,4.49%,4.06%,4.62%,4.62%,0,2.35%,-54.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/28/2025,1.950,00,,,,,,,,,,4.05%,1.950,00,79.00,4.703,58,1.757,90,3.360,05,7%,141%,1.68%,4.49%,4.05%,4.51%,4.51%,0,2.35%,-54.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/29/2025,1.937,00,,,,,,,,,,4.08%,1.937,00,79.00,4.703,58,1.757,90,3.360,05,6%,143%,1.68%,4.49%,4.08%,5.21%,5.21%,0,2.35%,-54.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/30/2025,1.912,00,,,,,,,,,,4.13%,1.912,00,79.00,4.703,58,1.757,90,3.360,05,5%,146%,1.68%,4.49%,4.13%,6.59%,6.59%,0,2.35%,-55.35%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,7/31/2025,1.930,00,,,,,,,,,,4.09%,1.930,00,79.00,4.703,58,1.757,90,3.360,05,6%,144%,1.68%,4.49%,4.09%,5.60%,5.60%,0,2.35%,-54.93%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/1/2025,1.882,00,,,,,,,,,,4.20%,1.882,00,79.00,4.703,58,1.757,90,3.360,05,4%,150%,1.68%,4.49%,4.20%,8.29%,8.29%,0,2.35%,-56.05%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/4/2025,1.891,00,,,,,,,,,,4.18%,1.891,00,79.00,4.703,58,1.757,90,3.360,05,5%,149%,1.68%,4.49%,4.18%,7.77%,7.77%,0,2.35%,-55.84%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/5/2025,1.910,00,,,,,,,,,,4.14%,1.910,00,79.00,4.703,58,1.757,90,3.360,05,5%,146%,1.68%,4.49%,4.14%,6.70%,6.70%,0,2.35%,-55.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/6/2025,1.937,00,,,,,,,,,,4.08%,1.937,00,79.00,4.703,58,1.757,90,3.360,05,6%,143%,1.68%,4.49%,4.08%,5.21%,5.21%,0,2.35%,-54.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/7/2025,1.917,00,,,,,,,,,,4.12%,1.917,00,79.00,4.703,58,1.757,90,3.360,05,5%,145%,1.68%,4.49%,4.12%,6.31%,6.31%,0,2.35%,-55.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/8/2025,1.937,00,,,,,,,,,,4.08%,1.937,00,79.00,4.703,58,1.757,90,3.360,05,6%,143%,1.68%,4.49%,4.08%,5.21%,5.21%,0,2.35%,-54.76%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/11/2025,1.919,00,,,,,,,,,,4.12%,1.919,00,79.00,4.703,58,1.757,90,3.360,05,5%,145%,1.68%,4.49%,4.12%,6.20%,6.20%,0,2.35%,-55.18%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/12/2025,1.801,00,,,,,,,,,,4.39%,1.801,00,79.00,4.703,58,1.757,90,3.360,05,1%,161%,1.68%,4.49%,4.39%,13.16%,13.16%,0,2.35%,-57.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/13/2025,1.769,00,,,,,,,,,,4.47%,1.769,00,79.00,4.703,58,1.757,90,3.360,05,0%,166%,1.68%,4.49%,4.47%,15.21%,15.21%,0,2.35%,-58.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/14/2025,1.764,00,,,,,,,,,,4.48%,1.764,00,79.00,4.703,58,1.757,90,3.360,05,0%,167%,1.68%,4.49%,4.48%,15.53%,15.53%,0,2.35%,-58.80%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/15/2025,1.749,00,,,,,,,,,,4.52%,1.749,00,79.00,4.703,58,1.757,90,3.360,05,0%,169%,1.68%,4.49%,4.52%,16.52%,16.52%,0,2.35%,-59.15%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/18/2025,1.729,00,,,,,,,,,,4.57%,1.729,00,79.00,4.703,58,1.757,90,3.360,05,-1%,172%,1.68%,4.49%,4.57%,17.87%,17.87%,0,2.35%,-59.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/19/2025,1.719,00,,,,,,,,,,4.60%,1.719,00,79.00,4.703,58,1.757,90,3.360,05,-1%,174%,1.68%,4.49%,4.60%,18.56%,18.56%,0,2.35%,-59.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/20/2025,1.740,00,,,,,,,,,,4.54%,1.740,00,79.00,4.703,58,1.757,90,3.360,05,-1%,170%,1.68%,4.49%,4.54%,17.13%,17.13%,0,2.35%,-59.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/21/2025,1.736,00,,,,,,,,,,4.55%,1.736,00,79.00,4.703,58,1.757,90,3.360,05,-1%,171%,1.68%,4.49%,4.55%,17.40%,17.40%,0,2.35%,-59.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/22/2025,1.756,00,,,,,,,,,,4.50%,1.756,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.50%,16.06%,16.06%,0,2.35%,-58.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/25/2025,,,,,,,,,,,4.50%,1.756,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.50%,16.06%,16.06%,0,2.35%,-58.99%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/26/2025,1.724,00,,,,,,,,,,4.58%,1.724,00,79.00,4.703,58,1.757,90,3.360,05,-1%,173%,1.68%,4.49%,4.58%,18.21%,18.21%,0,2.35%,-59.74%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/27/2025,1.720,00,,,,,,,,,,4.59%,1.720,00,79.00,4.703,58,1.757,90,3.360,05,-1%,173%,1.68%,4.49%,4.59%,18.49%,18.49%,0,2.35%,-59.83%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/28/2025,1.714,00,,,,,,,,,,4.61%,1.714,00,79.00,4.703,58,1.757,90,3.360,05,-1%,174%,1.68%,4.49%,4.61%,18.90%,18.90%,0,2.35%,-59.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,8/29/2025,1.700,00,,,,,,,,,,4.65%,1.700,00,79.00,4.703,58,1.757,90,3.360,05,-2%,177%,1.68%,4.49%,4.65%,19.88%,19.88%,0,2.35%,-60.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/1/2025,1.702,00,,,,,,,,,,4.64%,1.702,00,79.00,4.703,58,1.757,90,3.360,05,-2%,176%,1.68%,4.49%,4.64%,19.74%,19.74%,0,2.35%,-60.25%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/2/2025,1.653,00,,,,,,,,,,4.78%,1.653,00,79.00,4.703,58,1.757,90,3.360,05,-4%,185%,1.68%,4.49%,4.78%,23.29%,23.29%,0,2.35%,-61.40%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/3/2025,1.675,00,,,,,,,,,,4.72%,1.675,00,79.00,4.703,58,1.757,90,3.360,05,-3%,181%,1.68%,4.49%,4.72%,21.67%,21.67%,0,2.35%,-60.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/4/2025,1.648,00,,,,,,,,,,4.79%,1.648,00,79.00,4.703,58,1.757,90,3.360,05,-4%,185%,1.68%,4.49%,4.79%,23.67%,23.67%,0,2.35%,-61.51%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/5/2025,1.676,00,,,,,,,,,,4.71%,1.676,00,79.00,4.703,58,1.757,90,3.360,05,-3%,181%,1.68%,4.49%,4.71%,21.60%,21.60%,0,2.35%,-60.86%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/8/2025,1.664,00,,,,,,,,,,4.75%,1.664,00,79.00,4.703,58,1.757,90,3.360,05,-3%,183%,1.68%,4.49%,4.75%,22.48%,22.48%,0,2.35%,-61.14%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/9/2025,1.675,00,,,,,,,,,,4.72%,1.675,00,79.00,4.703,58,1.757,90,3.360,05,-3%,181%,1.68%,4.49%,4.72%,21.67%,21.67%,0,2.35%,-60.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/10/2025,1.643,00,,,,,,,,,,4.81%,1.643,00,79.00,4.703,58,1.757,90,3.360,05,-4%,186%,1.68%,4.49%,4.81%,24.04%,24.04%,0,2.35%,-61.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/11/2025,1.643,00,,,,,,,,,,4.81%,1.643,00,79.00,4.703,58,1.757,90,3.360,05,-4%,186%,1.68%,4.49%,4.81%,24.04%,24.04%,0,2.35%,-61.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/12/2025,1.616,00,,,,,,,,,,4.89%,1.616,00,79.00,4.703,58,1.757,90,3.360,05,-5%,191%,1.68%,4.49%,4.89%,26.11%,26.11%,0,2.35%,-62.26%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/15/2025,1.643,00,,,,,,,,,,4.81%,1.643,00,79.00,4.703,58,1.757,90,3.360,05,-4%,186%,1.68%,4.49%,4.81%,24.04%,24.04%,0,2.35%,-61.63%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/16/2025,1.629,00,,,,,,,,,,4.85%,1.629,00,79.00,4.703,58,1.757,90,3.360,05,-4%,189%,1.68%,4.49%,4.85%,25.11%,25.11%,0,2.35%,-61.96%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/17/2025,1.644,00,,,,,,,,,,4.81%,1.644,00,79.00,4.703,58,1.757,90,3.360,05,-4%,186%,1.68%,4.49%,4.81%,23.97%,23.97%,0,2.35%,-61.61%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/18/2025,1.660,00,,,,,,,,,,4.76%,1.660,00,79.00,4.703,58,1.757,90,3.360,05,-3%,183%,1.68%,4.49%,4.76%,22.77%,22.77%,0,2.35%,-61.23%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/19/2025,1.658,00,,,,,,,,,,4.76%,1.658,00,79.00,4.703,58,1.757,90,3.360,05,-3%,184%,1.68%,4.49%,4.76%,22.92%,22.92%,0,2.35%,-61.28%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/22/2025,1.657,00,,,,,,,,,,4.77%,1.657,00,79.00,4.703,58,1.757,90,3.360,05,-3%,184%,1.68%,4.49%,4.77%,22.99%,22.99%,0,2.35%,-61.30%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/23/2025,1.706,00,,,,,,,,,,4.63%,1.706,00,79.00,4.703,58,1.757,90,3.360,05,-2%,176%,1.68%,4.49%,4.63%,19.46%,19.46%,0,2.35%,-60.16%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/24/2025,1.708,00,,,,,,,,,,4.63%,1.708,00,79.00,4.703,58,1.757,90,3.360,05,-2%,175%,1.68%,4.49%,4.63%,19.32%,19.32%,0,2.35%,-60.11%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/25/2025,1.699,00,,,,,,,,,,4.65%,1.699,00,79.00,4.703,58,1.757,90,3.360,05,-2%,177%,1.68%,4.49%,4.65%,19.95%,19.95%,0,2.35%,-60.32%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/26/2025,1.718,00,,,,,,,,,,4.60%,1.718,00,79.00,4.703,58,1.757,90,3.360,05,-1%,174%,1.68%,4.49%,4.60%,18.63%,18.63%,0,2.35%,-59.88%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/29/2025,1.737,00,,,,,,,,,,4.55%,1.737,00,79.00,4.703,58,1.757,90,3.360,05,-1%,171%,1.68%,4.49%,4.55%,17.33%,17.33%,0,2.35%,-59.43%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,9/30/2025,1.743,00,,,,,,,,,,4.53%,1.743,00,79.00,4.703,58,1.757,90,3.360,05,-1%,170%,1.68%,4.49%,4.53%,16.92%,16.92%,0,2.35%,-59.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/1/2025,1.752,00,,,,,,,,,,4.51%,1.752,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.51%,16.32%,16.32%,0,2.35%,-59.08%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/2/2025,1.740,00,,,,,,,,,,4.54%,1.740,00,79.00,4.703,58,1.757,90,3.360,05,-1%,170%,1.68%,4.49%,4.54%,17.13%,17.13%,0,2.35%,-59.36%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/3/2025,1.770,00,,,,,,,,,,4.46%,1.770,00,79.00,4.703,58,1.757,90,3.360,05,0%,166%,1.68%,4.49%,4.46%,15.14%,15.14%,0,2.35%,-58.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/6/2025,1.750,00,,,,,,,,,,4.51%,1.750,00,79.00,4.703,58,1.757,90,3.360,05,0%,169%,1.68%,4.49%,4.51%,16.46%,16.46%,0,2.35%,-59.13%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/7/2025,1.726,00,,,,,,,,,,4.58%,1.726,00,79.00,4.703,58,1.757,90,3.360,05,-1%,173%,1.68%,4.49%,4.58%,18.08%,18.08%,0,2.35%,-59.69%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/8/2025,1.710,00,,,,,,,,,,4.62%,1.710,00,79.00,4.703,58,1.757,90,3.360,05,-2%,175%,1.68%,4.49%,4.62%,19.18%,19.18%,0,2.35%,-60.07%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/9/2025,1.721,00,,,,,,,,,,4.59%,1.721,00,79.00,4.703,58,1.757,90,3.360,05,-1%,173%,1.68%,4.49%,4.59%,18.42%,18.42%,0,2.35%,-59.81%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/10/2025,1.696,00,,,,,,,,,,4.66%,1.696,00,79.00,4.703,58,1.757,90,3.360,05,-2%,177%,1.68%,4.49%,4.66%,20.17%,20.17%,0,2.35%,-60.39%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/13/2025,1.755,00,,,,,,,,,,4.50%,1.755,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.50%,16.13%,16.13%,0,2.35%,-59.01%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/14/2025,1.771,00,,,,,,,,,,4.46%,1.771,00,79.00,4.703,58,1.757,90,3.360,05,0%,166%,1.68%,4.49%,4.46%,15.08%,15.08%,0,2.35%,-58.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/15/2025,1.788,00,,,,,,,,,,4.42%,1.788,00,79.00,4.703,58,1.757,90,3.360,05,1%,163%,1.68%,4.49%,4.42%,13.98%,13.98%,0,2.35%,-58.24%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/16/2025,1.794,00,,,,,,,,,,4.40%,1.794,00,79.00,4.703,58,1.757,90,3.360,05,1%,162%,1.68%,4.49%,4.40%,13.60%,13.60%,0,2.35%,-58.10%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/17/2025,1.777,00,,,,,,,,,,4.45%,1.777,00,79.00,4.703,58,1.757,90,3.360,05,1%,165%,1.68%,4.49%,4.45%,14.69%,14.69%,0,2.35%,-58.50%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/20/2025,1.773,00,,,,,,,,,,4.46%,1.773,00,79.00,4.703,58,1.757,90,3.360,05,1%,165%,1.68%,4.49%,4.46%,14.95%,14.95%,0,2.35%,-58.59%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/21/2025,1.790,00,,,,,,,,,,4.41%,1.790,00,79.00,4.703,58,1.757,90,3.360,05,1%,163%,1.68%,4.49%,4.41%,13.85%,13.85%,0,2.35%,-58.20%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/22/2025,1.845,00,,,,,,,,,,4.28%,1.845,00,79.00,4.703,58,1.757,90,3.360,05,3%,155%,1.68%,4.49%,4.28%,10.46%,10.46%,0,2.35%,-56.91%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/23/2025,1.847,00,,,,,,,,,,4.28%,1.847,00,79.00,4.703,58,1.757,90,3.360,05,3%,155%,1.68%,4.49%,4.28%,10.34%,10.34%,0,2.35%,-56.87%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/24/2025,1.844,00,,,,,,,,,,4.28%,1.844,00,79.00,4.703,58,1.757,90,3.360,05,3%,155%,1.68%,4.49%,4.28%,10.52%,10.52%,0,2.35%,-56.94%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/27/2025,1.846,00,,,,,,,,,,4.28%,1.846,00,79.00,4.703,58,1.757,90,3.360,05,3%,155%,1.68%,4.49%,4.28%,10.40%,10.40%,0,2.35%,-56.89%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/28/2025,1.825,00,,,,,,,,,,4.33%,1.825,00,79.00,4.703,58,1.757,90,3.360,05,2%,158%,1.68%,4.49%,4.33%,11.67%,11.67%,0,2.35%,-57.38%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/29/2025,1.814,00,,,,,,,,,,4.36%,1.814,00,79.00,4.703,58,1.757,90,3.360,05,2%,159%,1.68%,4.49%,4.36%,12.35%,12.35%,0,2.35%,-57.64%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/30/2025,1.770,00,,,,,,,,,,4.46%,1.770,00,79.00,4.703,58,1.757,90,3.360,05,0%,166%,1.68%,4.49%,4.46%,15.14%,15.14%,0,2.35%,-58.66%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,10/31/2025,1.760,00,,,,,,,,,,4.49%,1.760,00,79.00,4.703,58,1.757,90,3.360,05,0%,167%,1.68%,4.49%,4.49%,15.80%,15.80%,0,2.35%,-58.90%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,11/3/2025,1.736,00,,,,,,,,,,4.55%,1.736,00,79.00,4.703,58,1.757,90,3.360,05,-1%,171%,1.68%,4.49%,4.55%,17.40%,17.40%,0,2.35%,-59.46%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,11/4/2025,1.757,00,,,,,,,,,,4.50%,1.757,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.50%,15.99%,15.99%,0,2.35%,-58.97%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2025,11/5/2025,1.756,00,,,,,,,,,,4.50%,1.756,00,79.00,4.703,58,1.757,90,3.360,05,0%,168%,1.68%,4.49%,4.50%,16.06%,16.06%,0,2.35%,-58.99%,,,,,,,,,,,,
