,,,,,,,,,,,,,,,,,,YEAR,Date,Close,RSM POSITIVO,RSM NEGATIVO,Date,Close,Date,Close,RSD,MA(RSD),MRS = (( RSD(today) /ma(RSD(today). n)) - 1 ) * 100,YIELD,PRICE,DPS,CHANEL O,CHANEL U,CHANEL M,RATING,UPSIDE,OVERVALUED,UNDERVALUED,YOC,PRECIO,DIVIDENDOS,DIVIDENDOS DESDE COMPRA,MEDIANA YIELD,MAX. DRAWDOWN,,AÑO,DIVIDENDOS,% YoY,Lotus Bakeries NV - Rating: 98% - Upside: 1%,,,Nº,INTERVALOS,FRECUENCIA,F. ACUMULADA,% TOTAL
,,,,,,,,,,,,,,,,,,2016,1/14/2016,€                                                   1.659,85,,,2/23/2015,,2/23/2015,,,,,0.86%,€        1.659,85,14.20,3.420,31,1.189,86,1.963,48,21%,106%,0.42%,1.19%,2.71%,545.84%,550.59%,78.9,0.72%,-4.39%,,2005,2.40,71.43%,1/1/1975,1975,,8,0.53%,61,504,2.26%
,,,,,,,,,,,,,,,,,,2016,1/15/2016,€                                                   1.607,45,,,3/2/2015,,3/2/2015,,,,,0.88%,€        1.607,45,14.20,3.420,31,1.189,86,1.963,48,19%,113%,0.42%,1.19%,2.80%,566.89%,571.80%,78.9,0.72%,-7.41%,,2006,3.00,25.00%,1/1/1976,1976,,9,0.55%,76,580,2.81%
,,,,,,,,,,,,,,,,,,2016,1/18/2016,€                                                   1.580,00,,,3/9/2015,,3/9/2015,,,,,0.90%,€        1.580,00,14.20,3.420,31,1.189,86,1.963,48,17%,116%,0.42%,1.19%,2.85%,578.48%,583.47%,78.9,0.72%,-8.99%,,2007,4.40,46.67%,1/1/1977,1977,,10,0.57%,75,655,2.78%
,,,,,,,,,,,,,,,,,,2016,1/19/2016,€                                                   1.576,00,,,3/16/2015,,3/16/2015,,,,,0.90%,€        1.576,00,14.20,3.420,31,1.189,86,1.963,48,17%,117%,0.42%,1.19%,2.86%,580.20%,585.21%,78.9,0.72%,-9.22%,,2008,5.40,22.73%,1/1/1978,1978,,11,0.59%,97,752,3.59%
,,,,,,,,,,,,,,,,,,2016,1/20/2016,€                                                    1.572,10,,,3/23/2015,,3/23/2015,,,,,0.90%,€         1.572,10,14.20,3.420,31,1.189,86,1.963,48,17%,118%,0.42%,1.19%,2.86%,581.89%,586.91%,78.9,0.72%,-9.45%,,2009,6.80,25.93%,1/1/1979,1979,,12,0.61%,116,868,4.29%
,,,,,,,,,,,,,,,,,,2016,1/21/2016,€                                                   1.588,70,,,3/30/2015,,3/30/2015,,,,,0.89%,€        1.588,70,14.20,3.420,31,1.189,86,1.963,48,18%,115%,0.42%,1.19%,2.83%,574.77%,579.73%,78.9,0.72%,-8.49%,,2010,7.80,14.71%,1/1/1980,1980,,13,0.63%,83,951,3.07%
,,,,,,,,,,,,,,,,,,2016,1/22/2016,€                                                   1.662,95,,,4/7/2015,,4/6/2015,,,,,0.85%,€        1.662,95,14.20,3.420,31,1.189,86,1.963,48,21%,106%,0.42%,1.19%,2.71%,544.64%,549.38%,78.9,0.72%,-4.21%,,2011,8.80,12.82%,1/1/1981,1981,,14,0.65%,95,1046,3.52%
,,,,,,,,,,,,,,,,,,2016,1/25/2016,€                                                   1.680,00,,,4/13/2015,,4/13/2015,,,,,0.85%,€        1.680,00,14.20,3.420,31,1.189,86,1.963,48,22%,104%,0.42%,1.19%,2.68%,538.10%,542.79%,78.9,0.72%,-3.23%,,2012,9.40,6.82%,1/1/1982,1982,,15,0.67%,91,1137,3.37%
,,,,,,,,,,,,,,,,,,2016,1/26/2016,€                                                    1.714,20,,,4/20/2015,,4/20/2015,,,,,0.83%,€         1.714,20,14.20,3.420,31,1.189,86,1.963,48,24%,100%,0.42%,1.19%,2.63%,525.36%,529.97%,78.9,0.72%,-1.26%,,2013,9.80,4.26%,1/1/1983,1983,,16,0.69%,119,1256,4.40%
,,,,,,,,,,,,,,,,,,2016,1/27/2016,€                                                   1.757,00,,,4/27/2015,,4/27/2015,,,,,0.81%,€        1.757,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.56%,510.13%,514.62%,78.9,0.72%,0.00%,,2014,10.80,10.20%,1/1/1984,1984,,17,0.71%,112,1368,4.15%
,,,,,,,,,,,,,,,,,,2016,1/28/2016,€                                                   1.734,95,,,5/4/2015,,5/4/2015,,,,,0.82%,€        1.734,95,14.20,3.420,31,1.189,86,1.963,48,24%,97%,0.42%,1.19%,2.59%,517.89%,522.43%,78.9,0.72%,-1.25%,,2015,12.40,14.81%,1/1/1985,1985,,18,0.73%,115,1483,4.26%
,,,,,,,,,,,,,,,,,,2016,1/29/2016,€                                                   1.739,95,,,5/11/2015,,5/11/2015,,,,,0.82%,€        1.739,95,14.20,3.420,31,1.189,86,1.963,48,25%,97%,0.42%,1.19%,2.59%,516.11%,520.64%,78.9,0.72%,-0.97%,,2016,14.20,14.52%,1/1/1986,1986,,19,0.75%,120,1603,4.44%
,,,,,,,,,,,,,,,,,,2016,2/1/2016,€                                                   1.740,00,,,5/18/2015,,5/18/2015,,,,,0.82%,€        1.740,00,14.20,3.420,31,1.189,86,1.963,48,25%,97%,0.42%,1.19%,2.59%,516.09%,520.63%,78.9,0.72%,-0.97%,,2017,16.20,14.08%,1/1/1987,1987,,20,0.77%,84,1687,3.11%
,,,,,,,,,,,,,,,,,,2016,2/2/2016,€                                                   1.744,00,,,5/25/2015,,5/26/2015,,,,,0.81%,€        1.744,00,14.20,3.420,31,1.189,86,1.963,48,25%,96%,0.42%,1.19%,2.58%,514.68%,519.20%,78.9,0.72%,-0.74%,,2018,19.50,20.37%,1/1/1988,1988,,21,0.79%,88,1775,3.26%
,,,,,,,,,,,,,,,,,,2016,2/3/2016,€                                                    1.721,30,,,6/1/2015,,6/1/2015,,,,,0.82%,€         1.721,30,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.61%,522.79%,527.37%,78.9,0.72%,-2.03%,,2019,29.00,48.72%,1/1/1989,1989,,22,0.81%,119,1894,4.40%
,,,,,,,,,,,,,,,,,,2016,2/4/2016,€                                                   1.675,00,,,6/8/2015,,6/8/2015,,,,,0.85%,€        1.675,00,14.20,3.420,31,1.189,86,1.963,48,22%,104%,0.42%,1.19%,2.69%,540.00%,544.71%,78.9,0.72%,-4.67%,,2020,32.00,10.34%,1/1/1990,1990,,23,0.83%,119,2013,4.40%
,,,,,,,,,,,,,,,,,,2016,2/5/2016,€                                                   1.630,20,,,6/15/2015,,6/15/2015,,,,,0.87%,€        1.630,20,14.20,3.420,31,1.189,86,1.963,48,20%,110%,0.42%,1.19%,2.76%,557.59%,562.43%,78.9,0.72%,-7.22%,,2021,35.50,10.94%,1/1/1991,1991,,24,0.85%,54,2067,2.00%
,,,,,,,,,,,,,,,,,,2016,2/8/2016,€                                                   1.625,00,,,6/22/2015,,6/22/2015,,,,,0.87%,€        1.625,00,14.20,3.420,31,1.189,86,1.963,48,20%,110%,0.42%,1.19%,2.77%,559.69%,564.55%,78.9,0.72%,-7.51%,,2022,40.00,12.68%,1/1/1992,1992,,25,0.87%,49,2116,1.81%
,,,,,,,,,,,,,,,,,,2016,2/9/2016,€                                                   1.596,30,,,6/29/2015,,6/29/2015,,,,,0.89%,€        1.596,30,14.20,3.420,31,1.189,86,1.963,48,18%,114%,0.42%,1.19%,2.82%,571.55%,576.50%,78.9,0.72%,-9.15%,,2023,45.00,12.50%,1/1/1993,1993,,26,0.89%,45,2161,1.67%
,,,,,,,,,,,,,,,,,,2016,2/10/2016,€                                                   1.662,00,,,7/6/2015,,7/6/2015,,,,,0.85%,€        1.662,00,14.20,3.420,31,1.189,86,1.963,48,21%,106%,0.42%,1.19%,2.71%,545.01%,549.75%,78.9,0.72%,-5.41%,,2024,45.00,0.00%,1/1/1994,1994,,27,0.91%,56,2217,2.07%
,,,,,,,,,,,,,,,,,,2016,2/11/2016,€                                                    1.715,00,,,7/13/2015,,7/13/2015,,,,,0.83%,€         1.715,00,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.62%,525.07%,529.67%,78.9,0.72%,-2.39%,,2025,45.00,0.00%,1/1/1995,1995,,28,0.93%,18,2235,0.67%
,,,,,,,,,,,,,,,,,,2016,2/12/2016,€                                                   1.700,00,,,7/20/2015,,7/20/2015,,,,,0.84%,€        1.700,00,14.20,3.420,31,1.189,86,1.963,48,23%,101%,0.42%,1.19%,2.65%,530.59%,535.23%,78.9,0.72%,-3.24%,,2026,45.00,0.00%,1/1/1996,1996,,29,0.95%,10,2245,0.37%
,,,,,,,,,,,,,,,,,,2016,2/15/2016,€                                                    1.707,10,,,7/27/2015,,7/27/2015,,,,,0.83%,€         1.707,10,14.20,3.420,31,1.189,86,1.963,48,23%,100%,0.42%,1.19%,2.64%,527.97%,532.59%,78.9,0.72%,-2.84%,,,,,1/1/1997,1997,,30,0.97%,15,2260,0.56%
,,,,,,,,,,,,,,,,,,2016,2/16/2016,€                                                   1.730,00,,,8/3/2015,,8/3/2015,,,,,0.82%,€        1.730,00,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.60%,519.65%,524.21%,78.9,0.72%,-1.54%,,,,,1/1/1998,1998,,31,0.99%,12,2272,0.44%
,,,,,,,,,,,,,,,,,,2016,2/17/2016,€                                                   1.724,00,,,8/10/2015,,8/10/2015,,,,,0.82%,€        1.724,00,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.61%,521.81%,526.39%,78.9,0.72%,-1.88%,,,,,1/1/1999,1999,,32,1.01%,4,2276,0.15%
,,,,,,,,,,,,,,,,,,2016,2/18/2016,€                                                   1.732,45,,,8/17/2015,,8/17/2015,,,,,0.82%,€        1.732,45,14.20,3.420,31,1.189,86,1.963,48,24%,97%,0.42%,1.19%,2.60%,518.78%,523.33%,78.9,0.72%,-1.40%,,,,,1/1/2000,2000,,33,1.03%,1,2277,0.04%
,,,,,,,,,,,,,,,,,,2016,2/19/2016,€                                                   1.740,00,,,8/24/2015,,8/24/2015,,,,,0.82%,€        1.740,00,14.20,3.420,31,1.189,86,1.963,48,25%,97%,0.42%,1.19%,2.59%,516.09%,520.63%,78.9,0.72%,-0.97%,,,,,1/1/2001,2001,,34,1.05%,6,2283,0.22%
,,,,,,,,,,,,,,,,,,2016,2/22/2016,€                                                   1.743,90,,,8/31/2015,,8/31/2015,,,,,0.81%,€        1.743,90,14.20,3.420,31,1.189,86,1.963,48,25%,96%,0.42%,1.19%,2.58%,514.71%,519.24%,78.9,0.72%,-0.75%,,,,,1/1/2002,2002,,35,1.07%,13,2296,0.48%
,,,,,,,,,,,,,,,,,,2016,2/23/2016,€                                                   1.759,00,,,9/7/2015,,9/8/2015,,,,,0.81%,€        1.759,00,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.56%,509.44%,513.92%,78.9,0.72%,0.00%,,,,,1/1/2003,2003,,36,1.09%,27,2323,1.00%
,,,,,,,,,,,,,,,,,,2016,2/24/2016,€                                                   1.742,70,,,9/14/2015,,9/14/2015,,,,,0.81%,€        1.742,70,14.20,3.420,31,1.189,86,1.963,48,25%,96%,0.42%,1.19%,2.58%,515.14%,519.66%,78.9,0.72%,-0.93%,,,,,1/1/2004,2004,,37,1.11%,70,2393,2.59%
,,,,,,,,,,,,,,,,,,2016,2/25/2016,€                                                   1.759,20,,,9/21/2015,,9/21/2015,,,,,0.81%,€        1.759,20,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.56%,509.37%,513.85%,78.9,0.72%,0.00%,,,,,1/1/2005,2005,,38,1.13%,90,2483,3.33%
,,,,,,,,,,,,,,,,,,2016,2/26/2016,€                                                   1.789,75,,,9/28/2015,,9/28/2015,,,,,0.79%,€        1.789,75,14.20,3.420,31,1.189,86,1.963,48,27%,91%,0.42%,1.19%,2.51%,498.97%,503.37%,78.9,0.72%,0.00%,,,,,1/1/2006,2006,,39,1.15%,46,2529,1.70%
,,,,,,,,,,,,,,,,,,2016,2/29/2016,€                                                   1.745,05,,,10/5/2015,,10/5/2015,,,,,0.81%,€        1.745,05,14.20,3.420,31,1.189,86,1.963,48,25%,96%,0.42%,1.19%,2.58%,514.31%,518.83%,78.9,0.72%,-2.50%,,,,,1/1/2007,2007,,40,1.17%,24,2553,0.89%
,,,,,,,,,,,,,,,,,,2016,3/1/2016,€                                                   1.780,00,,,10/12/2015,,10/12/2015,,,,,0.80%,€        1.780,00,14.20,3.420,31,1.189,86,1.963,48,26%,92%,0.42%,1.19%,2.53%,502.25%,506.68%,78.9,0.72%,-0.54%,,,,,1/1/2008,2008,,41,1.19%,24,2577,0.89%
,,,,,,,,,,,,,,,,,,2016,3/2/2016,€                                                   1.775,00,,,10/19/2015,,10/19/2015,,,,,0.80%,€        1.775,00,14.20,3.420,31,1.189,86,1.963,48,26%,93%,0.42%,1.19%,2.54%,503.94%,508.39%,78.9,0.72%,-0.82%,,,,,1/1/2009,2009,,42,1.21%,38,2615,1.41%
,,,,,,,,,,,,,,,,,,2016,3/3/2016,€                                                   1.763,00,,,10/26/2015,,10/26/2015,,,,,0.81%,€        1.763,00,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.55%,508.05%,512.53%,78.9,0.72%,-1.49%,,,,,1/1/2010,2010,,43,1.23%,37,2652,1.37%
,,,,,,,,,,,,,,,,,,2016,3/4/2016,€                                                   1.763,05,,,11/2/2015,,11/2/2015,,,,,0.81%,€        1.763,05,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.55%,508.04%,512.51%,78.9,0.72%,-1.49%,,,,,1/1/2011,2011,,44,1.25%,0,2652,0.00%
,,,,,,,,,,,,,,,,,,2016,3/7/2016,€                                                   1.757,00,,,11/9/2015,,11/9/2015,,,,,0.81%,€        1.757,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.56%,510.13%,514.62%,78.9,0.72%,-1.83%,,,,,1/1/2012,2012,,45,,,,
,,,,,,,,,,,,,,,,,,2016,3/8/2016,€                                                   1.730,00,,,11/16/2015,,11/16/2015,,,,,0.82%,€        1.730,00,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.60%,519.65%,524.21%,78.9,0.72%,-3.34%,,,,,1/1/2013,2013,,46,,,,
,,,,,,,,,,,,,,,,,,2016,3/9/2016,€                                                    1.710,00,,,11/23/2015,,11/23/2015,,,,,0.83%,€         1.710,00,14.20,3.420,31,1.189,86,1.963,48,23%,100%,0.42%,1.19%,2.63%,526.90%,531.51%,78.9,0.72%,-4.46%,,,,,1/1/2014,2014,,47,,,,
,,,,,,,,,,,,,,,,,,2016,3/10/2016,€                                                   1.686,55,,,11/30/2015,,11/30/2015,,,,,0.84%,€        1.686,55,14.20,3.420,31,1.189,86,1.963,48,22%,103%,0.42%,1.19%,2.67%,535.62%,540.30%,78.9,0.72%,-5.77%,,,,,1/1/2015,2015,,48,,,,
,,,,,,,,,,,,,,,,,,2016,3/11/2016,€                                                   1.700,00,,,12/7/2015,,12/7/2015,,,,,0.84%,€        1.700,00,14.20,3.420,31,1.189,86,1.963,48,23%,101%,0.42%,1.19%,2.65%,530.59%,535.23%,78.9,0.72%,-5.01%,,,,,1/1/2016,2016,,49,,,,
,,,,,,,,,,,,,,,,,,2016,3/14/2016,€                                                    1.717,20,,,12/14/2015,,12/14/2015,,,,,0.83%,€         1.717,20,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.62%,524.27%,528.87%,78.9,0.72%,-4.05%,,,,,1/1/2017,2017,,50,,,,
,,,,,,,,,,,,,,,,,,2016,3/15/2016,€                                                   1.700,00,,,12/21/2015,,12/21/2015,,,,,0.84%,€        1.700,00,14.20,3.420,31,1.189,86,1.963,48,23%,101%,0.42%,1.19%,2.65%,530.59%,535.23%,78.9,0.72%,-5.01%,,,,,1/1/2018,2018,,51,,,,
,,,,,,,,,,,,,,,,,,2016,3/16/2016,€                                                    1.701,00,,,12/28/2015,,12/28/2015,,,,,0.83%,€         1.701,00,14.20,3.420,31,1.189,86,1.963,48,23%,101%,0.42%,1.19%,2.65%,530.22%,534.86%,78.9,0.72%,-4.96%,,,,,1/1/2019,2019,,52,,,,
,,,,,,,,,,,,,,,,,,2016,3/17/2016,€                                                   1.760,00,,,1/4/2016,,1/4/2016,,,,,0.81%,€        1.760,00,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.56%,509.09%,513.57%,78.9,0.72%,-1.66%,,,,,1/1/2020,2020,,53,,,,
,,,,,,,,,,,,,,,,,,2016,3/18/2016,€                                                   1.787,55,,,1/11/2016,,1/11/2016,,,,,0.79%,€        1.787,55,14.20,3.420,31,1.189,86,1.963,48,27%,91%,0.42%,1.19%,2.52%,499.70%,504.12%,78.9,0.72%,-0.12%,,,,,,,,54,,,,
,,,,,,,,,,,,,,,,,,2016,3/21/2016,€                                                   1.803,50,,,1/18/2016,,1/19/2016,,,,,0.79%,€        1.803,50,14.20,3.420,31,1.189,86,1.963,48,28%,90%,0.42%,1.19%,2.50%,494.40%,498.77%,78.9,0.72%,0.00%,,,,,,,,55,,,,
,,,,,,,,,,,,,,,,,,2016,3/22/2016,€                                                   1.765,40,,,1/25/2016,,1/25/2016,,,,,0.80%,€        1.765,40,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.55%,507.23%,511.70%,78.9,0.72%,-2.11%,,,,,,,,56,,,,
,,,,,,,,,,,,,,,,,,2016,3/23/2016,€                                                    1.761,50,,,2/1/2016,,2/1/2016,,,,,0.81%,€         1.761,50,14.20,3.420,31,1.189,86,1.963,48,26%,94%,0.42%,1.19%,2.55%,508.57%,513.05%,78.9,0.72%,-2.33%,,,,,,80%,,57,,,,
,,,,,,,,,,,,,,,,,,2016,3/24/2016,€                                                   1.775,85,,,2/8/2016,,2/8/2016,,,,,0.80%,€        1.775,85,14.20,3.420,31,1.189,86,1.963,48,26%,93%,0.42%,1.19%,2.53%,503.65%,508.10%,78.9,0.72%,-1.53%,,,,,,81%,,58,,,,
,,,,,,,,,,,,,,,,,,2016,3/29/2016,€                                                   1.740,00,,,2/15/2016,,2/16/2016,,,,,0.82%,€        1.740,00,14.20,3.420,31,1.189,86,1.963,48,25%,97%,0.42%,1.19%,2.59%,516.09%,520.63%,78.9,0.72%,-3.52%,,,,,,82%,,59,,,,
,,,,,,,,,,,,,,,,,,2016,3/30/2016,€                                                   1.737,75,,,2/22/2016,,2/22/2016,,,,,0.82%,€        1.737,75,14.20,3.420,31,1.189,86,1.963,48,25%,97%,0.42%,1.19%,2.59%,516.89%,521.43%,78.9,0.72%,-3.65%,,,,,,83%,,60,,,,
,,,,,,,,,,,,,,,,,,2016,3/31/2016,€                                                   1.730,00,,,2/29/2016,,2/29/2016,,,,,0.82%,€        1.730,00,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.60%,519.65%,524.21%,78.9,0.72%,-4.08%,,,,,,84%,,61,,,,
,,,,,,,,,,,,,,,,,,2016,4/1/2016,€                                                   1.753,45,,,3/7/2016,,3/7/2016,,,,,0.81%,€        1.753,45,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.57%,511.37%,515.87%,78.9,0.72%,-2.78%,,,,,,85%,,62,,,,
,,,,,,,,,,,,,,,,,,2016,4/4/2016,€                                                   1.725,05,,,3/14/2016,,3/14/2016,,,,,0.82%,€        1.725,05,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.61%,521.43%,526.01%,78.9,0.72%,-4.35%,,,,,,86%,,63,,,,
,,,,,,,,,,,,,,,,,,2016,4/5/2016,€                                                   1.730,50,,,3/21/2016,,3/21/2016,,,,,0.82%,€        1.730,50,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.60%,519.47%,524.03%,78.9,0.72%,-4.05%,,,,,,87%,,64,,,,
,,,,,,,,,,,,,,,,,,2016,4/6/2016,€                                                   1.750,00,,,3/29/2016,,3/28/2016,,,,,0.81%,€        1.750,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.57%,512.57%,517.08%,78.9,0.72%,-2.97%,,,,,,88%,,65,,,,
,,,,,,,,,,,,,,,,,,2016,4/7/2016,€                                                    1.750,10,,,4/4/2016,,4/4/2016,,,,,0.81%,€         1.750,10,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.57%,512.54%,517.04%,78.9,0.72%,-2.96%,,,,,,89%,,66,,,,
,,,,,,,,,,,,,,,,,,2016,4/8/2016,€                                                   1.742,55,,,4/11/2016,,4/11/2016,,,,,0.81%,€        1.742,55,14.20,3.420,31,1.189,86,1.963,48,25%,96%,0.42%,1.19%,2.58%,515.19%,519.72%,78.9,0.72%,-3.38%,,,,,,90%,,67,,,,
,,,,,,,,,,,,,,,,,,2016,4/11/2016,€                                                   1.755,05,,,4/18/2016,,4/18/2016,,,,,0.81%,€        1.755,05,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.56%,510.81%,515.30%,78.9,0.72%,-2.69%,,,,,,91%,,68,,,,
,,,,,,,,,,,,,,,,,,2016,4/12/2016,€                                                   1.758,00,,,4/25/2016,,4/25/2016,,,,,0.81%,€        1.758,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.56%,509.78%,514.27%,78.9,0.72%,-2.52%,,,,,,92%,,69,,,,
,,,,,,,,,,,,,,,,,,2016,4/13/2016,€                                                   1.755,00,,,5/2/2016,,5/2/2016,,,,,0.81%,€        1.755,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.56%,510.83%,515.32%,78.9,0.72%,-2.69%,,,,,,93%,,70,,,,
,,,,,,,,,,,,,,,,,,2016,4/14/2016,€                                                   1.750,00,,,5/9/2016,,5/9/2016,,,,,0.81%,€        1.750,00,14.20,3.420,31,1.189,86,1.963,48,25%,95%,0.42%,1.19%,2.57%,512.57%,517.08%,78.9,0.72%,-2.97%,,,,,,94%,,71,,,,
,,,,,,,,,,,,,,,,,,2016,4/15/2016,€                                                    1.721,00,,,5/16/2016,,5/16/2016,,,,,0.83%,€         1.721,00,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.61%,522.89%,527.48%,78.9,0.72%,-4.57%,,,,,,95%,,72,,,,
,,,,,,,,,,,,,,,,,,2016,4/18/2016,€                                                   1.729,20,,,5/23/2016,,5/23/2016,,,,,0.82%,€        1.729,20,14.20,3.420,31,1.189,86,1.963,48,24%,98%,0.42%,1.19%,2.60%,519.94%,524.50%,78.9,0.72%,-4.12%,,,,,,96%,,73,,,,
,,,,,,,,,,,,,,,,,,2016,4/19/2016,€                                                    1.718,95,,,5/30/2016,,5/31/2016,,,,,0.83%,€         1.718,95,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.62%,523.64%,528.23%,78.9,0.72%,-4.69%,,,,,,97%,,74,,,,
,,,,,,,,,,,,,,,,,,2016,4/20/2016,€                                                    1.681,50,,,6/6/2016,,6/6/2016,,,,,0.84%,€         1.681,50,14.20,3.420,31,1.189,86,1.963,48,22%,103%,0.42%,1.19%,2.68%,537.53%,542.22%,78.9,0.72%,-6.76%,,,,,,98%,,75,,,,
,,,,,,,,,,,,,,,,,,2016,4/21/2016,€                                                    1.714,95,,,6/13/2016,,6/13/2016,,,,,0.83%,€         1.714,95,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.62%,525.09%,529.69%,78.9,0.72%,-4.91%,,,,,,99%,,76,,,,
,,,,,,,,,,,,,,,,,,2016,4/22/2016,€                                                   1.694,00,,,6/20/2016,,6/20/2016,,,,,0.84%,€        1.694,00,14.20,3.420,31,1.189,86,1.963,48,23%,102%,0.42%,1.19%,2.66%,532.82%,537.48%,78.9,0.72%,-6.07%,,,,,,100%,,77,,,,
,,,,,,,,,,,,,,,,,,2016,4/25/2016,€                                                   1.694,05,,,6/27/2016,,6/27/2016,,,,,0.84%,€        1.694,05,14.20,3.420,31,1.189,86,1.963,48,23%,102%,0.42%,1.19%,2.66%,532.80%,537.46%,78.9,0.72%,-6.07%,,,,,,,,78,,,,
,,,,,,,,,,,,,,,,,,2016,4/26/2016,€                                                    1.710,00,,,7/4/2016,,7/5/2016,,,,,0.83%,€         1.710,00,14.20,3.420,31,1.189,86,1.963,48,23%,100%,0.42%,1.19%,2.63%,526.90%,531.51%,78.9,0.72%,-5.18%,,,,,,,,79,,,,
,,,,,,,,,,,,,,,,,,2016,4/27/2016,€                                                    1.715,00,,,7/11/2016,,7/11/2016,,,,,0.83%,€         1.715,00,14.20,3.420,31,1.189,86,1.963,48,24%,99%,0.42%,1.19%,2.62%,525.07%,529.67%,78.9,0.72%,-4.91%,,,,,,,,80,,,,
,,,,,,,,,,,,,,,,,,2016,4/28/2016,€                                                   1.693,05,,,7/18/2016,,7/18/2016,,,,,0.84%,€        1.693,05,14.20,3.420,31,1.189,86,1.963,48,23%,102%,0.42%,1.19%,2.66%,533.18%,537.84%,78.9,0.72%,-6.12%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,4/29/2016,€                                                   1.685,00,,,7/25/2016,,7/25/2016,,,,,0.84%,€        1.685,00,14.20,3.420,31,1.189,86,1.963,48,22%,103%,0.42%,1.19%,2.67%,536.20%,540.88%,78.9,0.72%,-6.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/2/2016,€                                                   1.685,00,,,8/1/2016,,8/1/2016,,,,,0.84%,€        1.685,00,14.20,3.420,31,1.189,86,1.963,48,22%,103%,0.42%,1.19%,2.67%,536.20%,540.88%,78.9,0.72%,-6.57%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/3/2016,€                                                   1.690,00,,,8/8/2016,,8/8/2016,,,,,0.84%,€        1.690,00,14.20,3.420,31,1.189,86,1.963,48,22%,102%,0.42%,1.19%,2.66%,534.32%,538.99%,78.9,0.72%,-6.29%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/4/2016,€                                                    1.681,00,,,8/15/2016,,8/15/2016,,,,,0.84%,€         1.681,00,14.20,3.420,31,1.189,86,1.963,48,22%,103%,0.42%,1.19%,2.68%,537.72%,542.41%,78.9,0.72%,-6.79%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/5/2016,€                                                   1.680,00,,,8/22/2016,,8/22/2016,,,,,0.85%,€        1.680,00,14.20,3.420,31,1.189,86,1.963,48,22%,104%,0.42%,1.19%,2.68%,538.10%,542.79%,78.9,0.72%,-6.85%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/6/2016,€                                                   1.666,00,,,8/29/2016,,8/29/2016,,,,,0.85%,€        1.666,00,14.20,3.420,31,1.189,86,1.963,48,21%,105%,0.42%,1.19%,2.70%,543.46%,548.19%,78.9,0.72%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/9/2016,€                                                   1.666,00,,,9/5/2016,,9/6/2016,,,,,0.85%,€        1.666,00,14.20,3.420,31,1.189,86,1.963,48,21%,105%,0.42%,1.19%,2.70%,543.46%,548.19%,78.9,0.72%,-7.62%,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,2016,5/10/2016,€                                                   1.680,00,,,9/12/2016,,9/12/2016,,,,,0.85%,€        1.680,00,14.20,3.420,31,1.189,86,1.963,48,22%,104%,0.42%,1.19%,2.68%,538.10%,542.79%,78.9,0.72%,-6.85%,,,,,,,,,,,,
